"player","g","gs","mp","fg","fga","x3p","x3pa","x2p","x2pa","ft","fta","orb","drb","trb","ast","stl","blk","tov","pf","pts"
"LeBron James",1407,1406,53635,14019,27768,2230,6476,11789,21292,8031,10928,1650,8910,10560,10338,2176,1065,4917,2582,38299
"Ledell Eackles",441,88,8917,1810,4071,137,408,1673,3663,1026,1338,362,617,979,740,249,31,600,794,4783
"Lee Davis",453,NA,7805,1510,3130,7,37,1503,3093,484,797,815,1380,2195,435,NA,NA,420,1071,3511
"Lee Johnson",24,NA,180,14,50,0,0,14,50,6,10,12,32,44,2,0,10,14,36,34
"Lee Knorek",131,NA,NA,317,1047,NA,NA,317,1047,239,375,NA,NA,NA,206,NA,NA,NA,497,873
"Lee Mayberry",496,150,10337,950,2287,379,1006,571,1281,267,405,142,500,642,1767,352,43,591,865,2546
"Lee Nailon",363,100,6600,1268,2693,1,12,1267,2681,426,540,443,636,1079,336,148,61,365,689,2963
"Lee Robbins",47,NA,NA,81,285,NA,NA,81,285,62,110,NA,NA,NA,19,NA,NA,NA,117,224
"Lee Shaffer",196,NA,5488,1328,3160,NA,NA,1328,3160,635,818,NA,NA,1240,232,NA,NA,NA,631,3291
"Lee Winfield",403,NA,7383,1191,2511,NA,NA,1191,2511,577,864,NA,NA,828,1003,NA,NA,NA,682,2959
"Leland Mitchell",78,NA,1091,122,350,21,76,101,274,56,85,NA,NA,182,73,NA,NA,108,159,321
"Len Chappell",937,NA,16813,3427,7564,NA,NA,3427,7564,1891,2691,NA,NA,4903,689,NA,NA,NA,1858,8745
"Len Elmore",658,NA,12389,1627,3968,NA,NA,1626,3963,693,955,1103,2257,3360,616,582,674,NA,1809,3948
"Len Kosmalski",76,NA,506,41,103,NA,NA,41,103,28,36,40,104,144,53,9,10,NA,75,110
"Lennie Rosenbluth",82,NA,578,134,410,NA,NA,134,410,74,113,NA,NA,145,29,NA,NA,NA,59,342
"Lenny Wilkens",1077,NA,38064,6189,14327,NA,NA,6189,14327,5394,6973,NA,NA,5030,7211,NA,NA,NA,3285,17772
"Leo Barnhorst",416,NA,NA,1555,4277,NA,NA,1555,4277,583,870,NA,NA,NA,1342,NA,NA,NA,1236,3693
"Leo Gottlieb",84,NA,NA,208,722,NA,NA,208,722,49,76,NA,NA,NA,36,NA,NA,NA,107,465
"Leo Katkaveck",107,NA,NA,185,583,NA,NA,185,583,87,127,NA,NA,NA,136,NA,NA,NA,212,457
"Leo Klier",113,NA,NA,282,1008,NA,NA,282,1008,238,327,NA,NA,NA,177,NA,NA,NA,301,802
"Leo Kubiak",62,NA,NA,259,794,NA,NA,259,794,192,236,NA,NA,NA,201,NA,NA,NA,250,710
"Leo Mogus",341,NA,NA,1077,3332,NA,NA,1077,3332,1095,1522,NA,NA,NA,507,NA,NA,NA,921,3249
"Leo Rautins",32,3,208,21,60,0,0,21,60,6,10,10,25,35,32,9,2,20,34,48
"Leon Benbow",115,NA,1838,254,645,NA,NA,254,645,120,158,79,135,214,183,73,17,NA,227,628
"Leon Blevins",2,NA,NA,1,4,NA,NA,1,4,0,1,NA,NA,2,1,NA,NA,NA,3,2
"Leon Brown",5,NA,NA,0,3,NA,NA,0,3,0,0,NA,NA,NA,0,NA,NA,NA,2,0
"Leon Douglas",456,NA,10111,1386,2798,NA,NA,1386,2794,815,1355,1045,1909,2954,479,210,325,NA,1631,3587
"Leon Powe",269,22,3648,549,1071,0,7,549,1064,544,811,404,570,974,85,79,86,201,547,1642
"Leon Smith",15,0,104,11,28,0,0,11,28,11,17,11,22,33,3,5,1,3,13,33
"Leon Wood",394,28,6638,918,2303,266,771,652,1532,572,725,116,347,463,1223,187,5,379,409,2674
"Leonard Gray",307,NA,7697,1288,2788,NA,NA,1288,2788,466,629,410,1052,1462,614,254,122,NA,1098,3042
"Leonard Taylor",10,0,37,0,6,0,1,0,5,11,16,4,8,12,1,0,0,5,4,11
"LeRon Ellis",91,2,857,110,254,0,0,110,254,57,93,87,133,220,29,25,37,35,105,277
"Leroy Chollet",63,NA,NA,67,230,NA,NA,67,230,47,75,NA,NA,NA,49,NA,NA,NA,81,181
"Leroy Combs",48,0,446,81,163,0,3,81,160,56,91,19,37,56,38,23,18,46,49,218
"Leroy Ellis",1127,NA,30120,4564,10347,NA,NA,4564,10347,2019,2756,NA,NA,9486,1544,NA,NA,NA,2860,11147
"Leroy Wright",27,NA,426,28,73,0,0,28,73,9,27,NA,NA,138,15,NA,NA,22,64,65
"Les Hunter",548,NA,13412,2488,5613,NA,NA,2446,5403,1462,2087,NA,NA,3717,847,NA,NA,NA,1802,6480
"Les Jepsen",52,0,192,20,60,0,2,20,58,13,20,29,38,67,2,2,8,6,33,53
"Les Pugh",116,NA,NA,236,829,NA,NA,236,829,240,303,NA,NA,NA,75,NA,NA,NA,286,712
"Lester Conner",761,285,15978,1735,3825,22,114,1713,3711,1105,1472,654,1319,1973,2834,1170,66,972,1111,4597
"Lester Hudson",98,0,1059,178,468,49,181,129,287,95,116,30,111,141,120,54,14,102,90,500
"Lester Selvage",82,NA,2449,375,1058,147,465,228,593,206,278,NA,NA,219,252,NA,NA,196,241,1103
"Levern Tart",468,NA,15334,3284,7550,33,139,3251,7411,2096,2674,NA,NA,2202,1396,NA,NA,1434,1316,8697
"Levi Fontaine",35,NA,210,53,145,NA,NA,53,145,28,37,NA,NA,15,22,NA,NA,NA,27,134
"Lew Hitch",556,NA,11271,1037,2734,NA,NA,1037,2734,735,1084,NA,NA,2874,664,NA,NA,NA,898,2809
"Lewis Brown",2,NA,5,0,3,0,0,0,3,2,5,1,1,2,0,0,0,1,2,2
"Lewis Lloyd",409,260,9529,2202,4197,10,47,2192,4150,785,1022,496,714,1210,1149,368,133,840,845,5199
"Linas Kleiza",409,65,8185,1268,2912,387,1154,881,1758,638,836,388,1082,1470,321,159,73,409,886,3561
"Lindell Wigginton",19,0,199,26,61,9,26,17,35,19,35,3,22,25,23,5,1,12,17,80
"Lindsay Hairston",47,NA,651,104,228,NA,NA,104,228,65,112,65,114,179,21,21,32,NA,84,273
"Lindsey Hunter",937,438,23253,2970,7663,1075,2984,1895,4679,941,1261,438,1583,2021,2506,1120,165,1159,1857,7956
"Lindy Waters III",44,1,679,97,242,76,208,21,34,9,12,13,91,104,39,25,14,16,50,279
"Linton Johnson",205,34,2753,313,753,47,146,266,607,92,132,207,430,637,85,97,76,135,350,765
"Linton Townes",64,0,562,113,256,9,25,104,231,30,40,31,37,68,33,21,9,35,90,265
"Lionel Billingy",46,NA,1022,150,351,0,2,150,349,93,143,107,173,280,49,40,10,122,112,393
"Lionel Chalmers",36,0,433,42,125,12,49,30,76,15,24,4,27,31,51,13,0,24,30,111
"Lionel Hollins",720,NA,19662,3413,7737,NA,NA,3397,7630,1495,2022,411,1279,1690,3168,1129,202,NA,1944,8337
"Lionel Malamed",88,NA,NA,194,580,NA,NA,194,580,128,154,NA,NA,NA,122,NA,NA,NA,106,516
"Lionel Simmons",454,307,13472,2242,5179,43,141,2199,5038,1306,1694,798,2035,2833,1498,514,361,982,1106,5833
"Litterial Green",148,4,1189,144,343,2,26,142,317,133,200,24,51,75,182,49,6,78,124,423
"Lloyd Batts",58,NA,1317,249,680,42,147,207,533,58,94,71,126,197,106,73,6,89,104,598
"Lloyd Daniels",252,43,4463,669,1701,199,651,470,1050,180,239,231,315,546,378,134,74,256,379,1717
"Lloyd Neal",435,NA,11015,1981,4087,NA,NA,1981,4087,884,1316,NA,NA,3370,632,NA,NA,NA,1271,4846
"Lloyd Walton",341,NA,5387,599,1319,NA,NA,598,1315,243,342,121,249,370,1243,264,28,NA,362,1442
"Logan Vander Velden",15,0,31,3,14,0,5,3,9,3,4,1,5,6,1,0,0,0,4,9
"London Perrantes",14,0,66,2,13,0,3,2,10,3,5,1,3,4,5,2,1,1,6,7
"Lonnie Eggleston",2,NA,NA,1,4,NA,NA,1,4,2,3,NA,NA,NA,1,NA,NA,NA,3,4
"Lonnie Kluttz",3,NA,8,0,4,0,0,0,4,0,0,2,3,5,0,NA,NA,0,3,0
"Lonnie Lynn",104,NA,1558,224,550,0,6,224,544,72,148,166,350,516,86,NA,NA,136,240,520
"Lonnie Shelton",673,NA,18530,3416,6950,NA,NA,3413,6919,1214,1646,1415,2721,4136,1459,739,559,NA,2540,8049
"Lonnie Walker IV",243,88,5247,916,2173,326,932,590,1241,291,364,66,506,572,376,137,63,218,341,2449
"Lonnie Wright",407,NA,10105,1642,4102,128,509,1514,3593,686,955,NA,NA,1066,757,NA,NA,539,1145,4098
"Lonny Baxter",265,10,3050,395,843,2,8,393,835,214,327,287,494,781,64,65,96,166,503,1006
"Lonzo Ball",252,239,8187,1117,2790,595,1633,522,1157,166,287,262,1185,1447,1563,391,162,637,547,2995
"Loren Meyer",194,87,2752,368,846,12,30,356,816,163,232,224,401,625,96,42,65,195,496,911
"Loren Woods",215,47,2428,208,496,1,7,207,489,138,215,263,419,682,74,55,128,138,278,555
"Lorenzen Wright",796,448,18696,2562,5594,2,29,2560,5565,1080,1676,1696,3285,4981,626,474,575,881,2307,6206
"Lorenzo Brown",103,7,1185,123,338,18,106,105,232,29,41,28,123,151,183,61,15,74,101,293
"Lorenzo Charles",36,0,273,49,88,0,0,49,88,24,36,13,26,39,8,2,6,18,37,122
"Lorenzo Romar",368,NA,6261,884,1920,23,126,861,1794,344,462,87,391,478,1227,303,37,418,477,2135
"Lorenzo Williams",318,184,6430,404,867,0,3,404,864,95,250,805,1070,1875,277,157,413,266,853,903
"Lou Amundson",550,77,7090,811,1751,0,4,811,1747,331,760,827,1171,1998,278,200,389,399,1078,1953
"Lou Hudson",890,NA,29794,7392,15129,NA,NA,7392,15129,3156,3960,NA,NA,3926,2432,NA,NA,NA,2439,17940
"Lou Roe",66,2,479,46,138,5,20,41,118,33,51,37,55,92,21,13,9,28,52,130
"Lou Spicer",4,NA,NA,0,7,NA,NA,0,7,1,2,NA,NA,NA,0,NA,NA,NA,3,1
"Lou Tsioropoulos",157,NA,2977,337,1070,NA,NA,337,1070,236,329,NA,NA,751,165,NA,NA,NA,451,910
"Lou Williams",1270,127,30521,5740,13689,1689,4765,4051,8924,4594,5433,478,2346,2824,4253,1079,218,2164,1593,17763
"Louie Dampier",960,NA,32201,5982,13465,NA,NA,5188,11248,2521,3075,NA,NA,2543,4687,NA,NA,NA,1852,15279
"Louie Nelson",257,NA,5353,904,2085,NA,NA,904,2085,532,728,210,369,579,470,224,28,NA,470,2340
"Louis King",26,1,251,40,102,16,49,24,53,13,19,6,34,40,23,11,4,6,33,109
"Louis Orr",569,NA,13353,2125,4539,3,36,2122,4503,1292,1642,903,1214,2117,853,455,163,788,1133,5545
"Lowes Moore",112,NA,2118,312,706,11,55,301,651,117,156,59,168,227,316,89,19,159,266,752
"Loy Petersen",69,NA,530,77,199,NA,NA,77,199,45,66,NA,NA,67,48,NA,NA,NA,61,199
"Loy Vaught",740,355,17542,3141,6243,21,86,3120,6157,849,1182,1533,3521,5054,675,531,235,848,1698,7152
"Loyd King",84,NA,1255,191,523,21,90,170,433,103,127,38,87,125,117,NA,NA,80,188,506
"Luc Longley",643,408,13508,1904,4112,0,6,1904,4106,810,1072,1001,2226,3227,945,323,628,1061,1946,4618
"Luc Mbah a Moute",753,460,17041,1772,3901,211,636,1561,3265,849,1285,1018,1928,2946,624,642,277,686,1310,4604
"Lucas Nogueira",141,10,1754,182,288,9,34,173,254,73,114,120,268,388,72,89,144,75,221,446
"Lucious Harris",800,145,15701,2194,5151,402,1155,1792,3996,994,1258,554,1310,1864,1130,556,86,594,1013,5784
"Lucius Allen",768,NA,22512,4395,9555,NA,NA,4395,9555,1877,2463,NA,NA,2483,3546,NA,NA,NA,2016,10667
"Luguentz Dort",186,178,5454,852,2139,363,1073,489,1066,444,565,166,515,681,310,171,53,256,533,2511
"Luis Flores",32,0,154,28,58,10,20,18,38,4,4,2,4,6,22,4,0,22,18,70
"Luis Montero",14,0,50,5,20,1,9,4,11,3,4,0,6,6,1,0,0,6,1,14
"Luis Scola",743,505,19001,3669,7442,92,271,3577,7171,1452,1961,1335,3606,4941,1194,474,224,1121,2037,8882
"Luka Dončić",310,310,10619,2892,6226,860,2533,2032,3693,1856,2522,316,2348,2664,2485,347,135,1247,715,8500
"Luka Garza",49,5,524,97,210,23,71,74,139,60,88,73,58,131,26,11,7,24,80,277
"Luka Šamanić",36,5,356,52,121,15,51,37,70,19,33,17,61,78,21,8,10,22,49,138
"Luke Babbitt",431,121,6047,741,1808,454,1135,287,673,141,188,118,824,942,255,97,65,184,574,2077
"Luke Harangody",119,1,1511,181,477,37,153,144,324,47,64,100,239,339,66,36,37,36,177,446
"Luke Jackson",608,NA,14645,2107,5102,NA,NA,2070,4996,1219,1690,NA,NA,4712,889,NA,NA,NA,1650,5470
"Luke Kennard",330,85,7677,1166,2584,608,1422,558,1162,297,340,83,847,930,640,165,48,307,481,3237
"Luke Kornet",238,37,3084,422,954,162,517,260,437,100,133,173,434,607,207,66,188,81,238,1106
"Luke Ridnour",891,507,22764,3059,7130,621,1782,2438,5348,1307,1522,386,1588,1974,3889,846,169,1415,1871,8046
"Luke Schenscher",31,0,267,23,49,0,0,23,49,9,20,18,36,54,8,3,7,9,46,55
"Luke Walton",594,138,10049,1074,2514,189,578,885,1936,367,513,494,1143,1637,1352,318,103,624,851,2704
"Luke Witte",118,NA,1098,149,371,NA,NA,149,371,74,108,127,230,357,60,13,45,NA,147,372
"Luke Zeller",16,0,58,9,26,1,5,8,21,0,0,1,9,10,3,0,0,0,5,19
"Luol Deng",965,891,33154,5501,12117,715,2171,4786,9946,2655,3443,1561,4268,5829,2225,942,453,1573,1610,14372
"Luther Green",90,NA,935,154,402,NA,NA,154,395,76,150,NA,NA,321,30,NA,NA,NA,139,384
"Luther Head",380,86,8295,1080,2570,471,1216,609,1354,360,465,116,781,897,805,271,45,462,547,2991
"Luther Rackley",349,NA,5019,790,1730,NA,NA,790,1729,431,692,NA,NA,1498,200,NA,NA,NA,747,2011
"Luther Wright",15,2,92,8,23,0,1,8,22,3,4,6,4,10,0,1,2,6,21,19
"Lynn Greer",41,0,432,61,141,18,52,43,89,27,32,2,25,27,53,17,1,18,32,167
"Lynn Shackelford",22,NA,183,22,72,4,13,18,59,10,13,11,16,27,11,NA,NA,9,34,58
"M.J. Walker",2,0,8,0,4,0,2,0,2,0,0,0,1,1,1,2,0,0,1,0
"M.L. Carr",678,NA,16390,2710,5740,NA,NA,2668,5587,1297,1761,1089,1965,3054,1336,939,270,NA,1709,6759
"Maalik Wayns",56,2,413,53,178,14,62,39,116,34,38,2,14,16,56,14,0,30,56,154
"Mac McClung",4,0,50,6,12,2,6,4,6,2,2,0,6,6,2,2,2,6,10,16
"Mac Otten",118,NA,NA,102,310,NA,NA,102,310,80,162,NA,NA,NA,72,NA,NA,NA,238,284
"Maceo Baston",105,4,831,106,172,3,8,103,164,71,96,56,119,175,26,24,43,54,140,286
"Maciej Lampe",107,0,1040,145,374,4,12,141,362,40,61,65,175,240,35,13,17,55,134,334
"Mack Calvin",831,NA,23031,4202,9450,NA,NA,4138,9189,4431,5139,665,1354,2019,3857,NA,NA,NA,2039,12899
"Mack Daughtry",4,NA,43,4,10,0,0,4,10,5,5,2,3,5,3,NA,NA,0,4,13
"Magic Johnson",906,NA,33245,6211,11951,325,1074,5886,10877,4960,5850,1601,4958,6559,10141,1724,374,3506,2050,17707
"Mahmoud Abdul-Rauf",586,336,15628,3514,7943,474,1339,3040,6604,1051,1161,219,868,1087,2079,487,46,963,1106,8553
"Major Jones",374,NA,5063,678,1385,1,9,677,1376,286,488,518,805,1323,215,133,169,367,623,1643
"Makhtar N'Diaye",4,0,27,1,4,0,0,1,4,3,4,3,2,5,1,0,1,1,9,5
"Mal Graham",70,NA,889,130,327,NA,NA,130,327,67,102,NA,NA,118,75,NA,NA,NA,150,327
"Mal McMullen",109,NA,NA,201,657,NA,NA,201,657,125,223,NA,NA,NA,120,NA,NA,NA,321,527
"Malachi Flynn",126,20,1960,263,698,121,356,142,342,73,97,33,201,234,257,69,14,72,163,720
"Malachi Richardson",96,8,949,97,277,40,133,57,144,53,68,15,89,104,37,26,3,36,90,287
"Malaki Branham",37,5,729,103,250,33,119,70,131,25,31,10,55,65,64,18,4,37,51,264
"Malcolm Brogdon",376,258,11126,2140,4605,607,1578,1533,3027,896,1017,305,1279,1584,1756,311,89,659,713,5783
"Malcolm Delaney",127,5,2262,254,673,72,234,182,439,149,185,19,204,223,356,74,7,161,194,729
"Malcolm Hill",42,0,426,48,104,26,72,22,32,22,28,22,49,71,16,14,6,6,48,144
"Malcolm Lee",36,12,534,52,136,10,34,42,102,26,37,24,41,65,51,20,10,27,52,140
"Malcolm Mackey",22,0,69,14,37,0,2,14,35,4,8,12,12,24,1,0,3,2,9,32
"Malcolm Miller",53,5,355,36,83,26,64,10,19,10,16,7,29,36,15,7,5,10,33,108
"Malcolm Thomas",60,0,449,42,95,2,15,40,80,20,35,37,96,133,20,8,12,37,43,106
"Malik Allen",587,142,8877,1280,2869,4,18,1276,2851,302,378,572,1076,1648,290,158,273,383,1099,2866
"Malik Beasley",443,114,9640,1760,4142,943,2470,817,1672,348,425,171,987,1158,581,273,60,360,535,4811
"Malik Fitts",33,0,137,17,41,11,22,6,19,0,0,4,33,37,10,0,0,4,11,45
"Malik Hairston",62,0,472,64,125,2,12,62,113,19,37,24,53,77,29,10,16,23,48,149
"Malik Monk",357,38,7366,1378,3233,588,1682,790,1551,463,548,125,713,838,814,192,88,481,502,3807
"Malik Newman",2,0,12,3,7,0,2,3,5,4,4,0,1,1,1,0,0,2,0,10
"Malik Rose",927,90,15349,2035,4676,15,96,2020,4580,1582,2129,1312,2496,3808,779,543,312,1197,2176,5667
"Malik Sealy",493,253,11720,1865,4375,158,541,1707,3834,1067,1319,505,1080,1585,816,518,157,681,1087,4955
"Mamadi Diakite",41,6,421,52,112,5,27,47,85,17,25,28,76,104,12,14,20,16,60,126
"Mamadou N'Diaye",97,10,1224,112,268,0,1,112,267,136,184,131,206,337,8,25,89,58,205,360
"Mangok Mathiang",4,0,20,4,7,0,0,4,7,0,1,3,7,10,0,1,0,0,5,8
"Manny Harris",93,20,1594,199,524,53,150,146,374,124,168,57,196,253,129,48,14,101,104,575
"Manny Leaks",673,NA,18753,3190,7284,NA,NA,3190,7276,1533,2173,NA,NA,6028,722,NA,NA,NA,1769,7913
"Manu Ginóbili",1057,349,26859,4584,10262,1495,4055,3089,6207,3380,4089,685,3012,3697,4001,1392,319,2116,2212,14043
"Manute Bol",638,133,11814,669,1654,43,208,626,1446,226,403,599,2066,2665,172,128,2102,456,1470,1607
"Marc Gasol",970,938,31155,5025,10508,530,1470,4495,9038,3005,3878,1491,5740,7231,3345,876,1340,1910,2768,13585
"Marc Iavaroni",668,373,10719,1171,2557,0,23,1171,2534,693,989,723,1515,2238,715,252,252,830,1635,3035
"Marc Jackson",490,116,9094,1428,3213,8,34,1420,3179,975,1198,764,1236,2000,369,171,116,562,970,3839
"Marcelo Huertas",76,1,1106,122,298,20,80,102,218,36,46,20,94,114,234,36,9,99,92,300
"Marcin Gortat",886,601,22723,3739,6771,4,24,3735,6747,1286,1879,1907,5131,7038,985,419,976,1039,1963,8768
"Marco Belinelli",940,221,21495,3286,7723,1365,3625,1921,4098,1404,1648,207,1713,1920,1577,554,77,944,1313,9341
"Marcus Banks",464,69,7843,1067,2431,190,566,877,1865,610,791,128,589,717,1037,345,83,606,927,2934
"Marcus Brown",27,0,229,32,84,13,39,19,45,15,21,7,15,22,23,8,2,16,34,92
"Marcus Camby",1106,913,32350,4133,8865,22,100,4111,8765,1817,2737,3017,7897,10914,2130,1112,2562,1510,2974,10105
"Marcus Cousin",4,0,18,2,3,0,0,2,3,0,0,0,3,3,0,0,1,1,1,4
"Marcus Derrickson",11,0,67,16,33,10,20,6,13,4,5,8,5,13,1,0,1,3,9,46
"Marcus Fizer",289,35,6032,1103,2536,21,110,1082,2426,555,803,375,965,1340,352,134,81,428,648,2782
"Marcus Garrett",12,0,128,5,21,1,4,4,17,2,5,9,14,23,7,5,3,2,16,13
"Marcus Georges-Hunt",47,0,272,23,55,5,17,18,38,22,31,8,17,25,10,7,0,5,37,73
"Marcus Haislip",89,8,854,125,286,7,20,118,266,54,82,51,80,131,16,15,34,39,100,311
"Marcus Landry",36,0,222,32,86,18,56,14,30,6,10,10,28,38,0,2,4,12,28,88
"Marcus Liberty",305,63,4853,823,2000,76,222,747,1778,329,506,444,542,986,261,200,77,288,529,2051
"Marcus Morris",903,568,24240,4054,9323,1460,3844,2594,5479,1574,2052,810,3279,4089,1316,608,273,1072,1990,11142
"Marcus Paige",5,0,28,4,14,2,8,2,6,2,2,0,4,4,3,0,0,0,0,12
"Marcus Smart",561,340,16814,1979,5136,869,2696,1110,2440,1068,1371,465,1542,2007,2612,874,208,1036,1442,5895
"Marcus Thornton",737,193,16645,3082,7336,1077,3020,2005,4316,1115,1355,586,1454,2040,1010,601,92,729,1087,8356
"Marcus Vinicius",26,0,172,16,35,8,19,8,16,10,18,3,16,19,7,3,2,9,14,50
"Marcus Webb",9,0,51,13,25,0,1,13,24,13,21,5,5,10,2,1,2,5,11,39
"Marcus Williams",227,10,3170,439,1149,126,392,313,757,148,193,64,321,385,580,89,9,295,204,1152
"Mardy Collins",237,45,3661,401,1025,51,158,350,867,140,233,122,321,443,438,141,32,261,336,993
"Marial Shayok",4,0,28,3,12,2,6,1,6,3,4,1,6,7,1,0,1,3,4,11
"Mario Bennett",68,18,606,111,208,1,3,110,205,46,90,84,98,182,24,31,22,33,112,269
"Mario Chalmers",707,407,18618,2118,5085,801,2302,1317,2783,1334,1669,235,1507,1742,2642,1038,116,1312,1937,6371
"Mario Elie",765,395,19298,2202,4651,578,1582,1624,3069,1520,1781,566,1561,2127,1920,690,139,990,1523,6502
"Mario Hezonja",330,69,6107,854,2047,266,833,588,1214,310,382,147,879,1026,415,243,80,371,549,2284
"Mario Kasun",73,0,569,78,167,0,1,78,166,42,66,76,112,188,11,10,16,41,155,198
"Mario West",162,9,796,56,125,2,10,54,115,40,71,60,82,142,51,45,8,31,134,154
"MarJon Beauchamp",34,9,506,73,183,35,107,38,76,18,25,32,49,81,23,15,2,33,53,199
"Mark Acres",393,75,6251,540,1065,8,15,532,1050,319,479,607,985,1592,185,140,110,248,966,1407
"Mark Aguirre",1003,715,30327,7787,16135,443,1432,7344,14703,3952,5337,1850,3114,4964,3149,732,332,2514,2828,19969
"Mark Alarie",325,41,5500,1037,2184,34,135,1003,2049,324,418,438,682,1120,363,132,109,309,712,2432
"Mark Baker",1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"Mark Blount",767,479,17624,2543,5092,37,103,2506,4989,1133,1556,1102,2355,3457,668,409,652,1230,1995,6256
"Mark Bradtke",36,0,251,25,58,0,0,25,58,9,13,26,42,68,7,5,5,9,34,59
"Mark Bryant",813,198,13579,1744,3500,1,12,1743,3488,837,1200,1128,1884,3012,495,331,196,668,2036,4326
"Mark Crow",15,NA,154,35,80,NA,NA,35,80,14,20,14,13,27,8,5,1,12,24,84
"Mark Davis",296,37,4197,571,1275,30,134,541,1141,343,506,323,448,771,322,226,85,348,559,1515
"Mark Eaton",875,815,25169,2072,4526,0,2,2072,4524,1072,1653,1857,5082,6939,840,368,3064,1293,2955,5216
"Mark Hendrickson",129,8,1579,139,330,3,18,136,312,113,141,101,228,329,69,52,16,66,147,394
"Mark Jackson",1461,1256,44763,5326,11993,870,2598,4456,9395,2410,3124,1435,4228,5663,11930,1789,136,3604,2530,13932
"Mark Jones",16,0,132,12,37,0,5,12,32,6,12,8,7,15,11,5,2,5,18,30
"Mark Landsberger",514,NA,8816,1273,2611,NA,NA,1273,2608,536,1027,1267,2027,3294,282,157,92,573,832,3082
"Mark Macon",293,105,5514,763,1990,36,136,727,1854,286,392,191,317,508,479,388,21,363,660,1848
"Mark Madsen",453,70,5335,381,834,1,16,380,818,212,402,559,598,1157,181,116,102,206,866,975
"Mark McNamara",323,25,2980,402,783,0,0,402,783,288,529,376,525,901,83,42,47,242,401,1092
"Mark Minor",4,NA,20,1,4,NA,NA,1,4,3,4,NA,NA,4,2,NA,NA,NA,5,5
"Mark Olberding",1027,NA,25747,3428,6964,NA,NA,3423,6923,2874,3568,1606,3957,5563,2474,673,309,NA,3381,9735
"Mark Pope",153,57,1634,116,289,10,56,106,233,43,75,92,169,261,63,32,45,47,242,285
"Mark Price",722,578,21560,3939,8345,976,2428,2963,5917,2135,2362,409,1439,1848,4863,860,76,1790,964,10989
"Mark Radford",97,2,808,138,272,6,21,132,251,65,142,25,51,76,161,50,6,116,143,347
"Mark Randall",218,0,1572,236,518,10,63,226,455,118,166,145,141,286,100,40,13,95,167,600
"Mark Sibley",28,NA,124,20,56,NA,NA,20,56,6,7,9,16,25,13,4,1,NA,23,46
"Mark Strickland",336,28,4134,642,1344,3,11,639,1333,246,371,322,610,932,126,95,132,197,393,1533
"Mark Wade",12,0,126,3,20,0,2,3,18,2,4,3,12,15,36,7,1,13,13,8
"Mark West",1239,614,23199,2950,5123,0,6,2950,5117,1416,2489,2040,4081,6121,517,386,1599,1440,3598,7316
"Mark Williams",21,0,297,57,93,0,0,57,93,34,45,32,79,111,6,16,18,15,39,148
"Mark Workman",144,NA,2211,285,876,NA,NA,285,876,146,236,NA,NA,423,81,NA,NA,NA,363,716
"Markel Brown",113,35,1794,205,539,56,190,149,349,118,151,40,194,234,132,69,27,83,157,584
"Markelle Fultz",161,116,4092,743,1623,61,221,682,1402,238,336,118,420,538,795,192,39,317,315,1785
"Markieff Morris",920,455,22082,3763,8502,830,2416,2933,6086,1434,1852,1057,3547,4604,1457,710,447,1364,2489,9790
"Marko Guduric",44,0,484,62,157,25,83,37,74,24,26,14,59,73,45,12,8,36,34,173
"Marko Jarić",447,221,11246,1190,2944,289,840,901,2104,524,718,274,926,1200,1600,583,128,708,967,3193
"Marko Milič",44,0,216,47,84,3,7,44,77,11,17,13,17,30,14,13,1,27,24,108
"Marko Simonovic",11,0,38,4,16,1,6,3,10,8,11,5,5,10,0,1,1,2,6,17
"Markus Howard",68,1,381,79,207,46,135,33,72,27,32,3,30,33,25,13,1,25,40,231
"Marlbert Pradd",79,NA,448,108,246,3,13,105,233,113,146,NA,NA,76,26,NA,NA,52,82,332
"Marlon Garnett",24,0,205,15,51,6,23,9,28,15,20,3,18,21,18,5,1,12,18,51
"Marlon Maxey",98,5,1146,182,336,0,3,182,333,115,168,141,222,363,22,27,51,78,188,479
"Marlon Redmond",130,NA,1816,385,912,NA,NA,385,903,86,134,132,138,270,135,60,41,133,219,856
"Marques Bolden",7,0,32,1,3,0,0,1,3,5,8,3,5,8,0,3,2,2,1,7
"Marques Bragg",53,0,369,54,120,0,0,54,120,23,41,38,41,79,8,17,8,26,71,131
"Marques Johnson",691,NA,23694,5733,11065,NA,NA,5719,10973,2412,3265,1829,2988,4817,2502,888,525,1627,1766,13892
"Marquese Chriss",335,149,5837,897,2002,177,627,720,1375,417,622,402,1106,1508,320,204,238,384,819,2388
"Marquis Daniels",548,146,11707,1772,3933,103,439,1669,3494,672,932,521,1031,1552,966,509,137,644,882,4319
"Marquis Teague",131,6,1352,123,367,15,63,108,304,63,91,6,124,130,192,33,17,116,144,324
"Marreese Speights",784,81,11940,2441,5334,235,661,2206,4673,1133,1427,1093,2168,3261,508,213,409,694,1739,6250
"Marshall Hawkins",39,NA,NA,55,195,NA,NA,55,195,42,61,NA,NA,NA,51,NA,NA,NA,87,152
"Marshall Plumlee",29,1,222,17,33,0,0,17,33,20,35,27,41,68,12,4,5,15,33,54
"Marshall Rogers",26,NA,176,43,116,NA,NA,43,116,14,15,6,5,11,10,8,3,NA,33,100
